council_id,ons_code,slug,name,type,county,region,principal_authority,source
37298,E04010357,ashton-under-hill-parish-council,Ashton under Hill Parish Council,parish,Worcestershire,West Midlands,Wychavon,excel
32046,E04004554,ashurst-and-colbury-parish-council,Ashurst and Colbury Parish Council,parish,Hampshire,South East,New Forest,excel
32009,,ashurst-colbury-parish-council,Ashurst & Colbury Parish Council,parish,Hampshire,South East,New Forest,excel
37108,E04010001,ashurst-wood-parish-council,Ashurst Wood Parish Council,parish,West Sussex,South East,Mid Sussex,excel
37055,,ashurst-wood-village-council,Ashurst Wood Village Council,parish,West Sussex,South East,Mid Sussex,excel
33420,E04006510,ashwellthorpe-and-fundenhall-parish-council,Ashwellthorpe and Fundenhall Parish Council,parish,Norfolk,East of England,South Norfolk,excel
4194,,ashwellthorpe-fundenhall-parish-council,Ashwellthorpe & Fundenhall Parish Council,parish,Norfolk,East of England,South Norfolk & Broadland,excel
5018,E04008540,ashwick-parish-council,Ashwick Parish Council,parish,Somerset,South West,Somerset,excel
6972,E04007447,aske-parish-meeting,Aske (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
3718,E04000059,askern-town-council,Askern Town Council,town,South Yorkshire,Yorkshire and the Humber,Doncaster,excel
31121,E04003495,askerswell-parish-council,Askerswell Parish Council,parish,Dorset,South West,Dorset,excel
30805,E04007787,askham-parish-council,Askham Parish Council,parish,Cumbria,North West,Westmorland & Furness,excel
4970,,askrigg-and-low-abbotside,Askrigg and Low Abbotside,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33921,E04007448,askrigg-parish-council,Askrigg Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
5661,,aslackby-laughton-parish-council,Aslackby & Laughton Parish Council,parish,Lincolnshire,East Midlands,South Kesteven,excel
4956,E04006511,aslacton-parish-council,Aslacton Parish Council,parish,Norfolk,East of England,South Norfolk & Broadland,excel
5248,E04007960,aslockton-parish-council,Aslockton Parish Council,parish,Nottinghamshire,East Midlands,Rushcliffe,excel
32271,E04004715,aspenden-parish-council,Aspenden Parish Council,parish,Hertfordshire,East of England,East Hertfordshire,excel
30230,E04011926,aspley-guise-parish-council,Aspley Guise Parish Council,parish,Central Bedfordshire,East of England,Central Bedfordshire,excel
30231,E04011927,aspley-heath-parish-council,Aspley Heath Parish Council,parish,Central Bedfordshire,East of England,Central Bedfordshire,excel
4488,E04009068,assington-parish-council,Assington Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
32956,E04005594,asterby-parish-council,Asterby Parish Council,parish,Lincolnshire,East Midlands,East Lindsey,excel
34556,E04012208,asthall-parish-council,Asthall Parish Council,parish,Oxfordshire,South East,Oxfordshire,excel
4715,E04009629,astley-parish-council,Astley Parish Council,parish,Shropshire,West Midlands,Shropshire,excel
5062,E04001456,aston-abbotts-parish-council,Aston Abbotts Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
30259,E04010897,aston-by-budworth-parish-council,Aston by Budworth Parish Council,parish,Cheshire,North West,Cheshire East,excel
5512,E04001457,aston-clinton-parish-council,Aston Clinton Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
32839,E04005341,aston-flamville-parish-council,Aston Flamville Parish Council,parish,Leicestershire,East Midlands,Blaby,excel
30363,E04010898,aston-juxta-mondrum-parish-council,Aston juxta Mondrum Parish Council,parish,Cheshire East,North West,Cheshire East,excel
34125,E04006801,aston-le-walls-parish-council,Aston le Walls Parish Council,parish,Northamptonshire,East Midlands,West Northamptonshire,excel
32272,E04004716,aston-parish-council,Aston Parish Council,parish,Hertfordshire,East of England,East Hertfordshire,excel
31800,,aston-sub-edge-parish-meeting,Aston-sub-Edge Parish Meeting,parish_meeting,Gloucestershire,South West,Cotswold,excel
34558,,aston-tirrold-and-aston-upthorpe-parish-council,Aston Tirrold and Aston Upthorpe Parish Council,parish,Oxfordshire,South East,South Oxfordshire,excel
34557,,aston-tirrold-aston-upthorpe-parish-counci-parish-council,Aston Tirrold & Aston Upthorpe Parish Counci Parish Council,parish,Oxfordshire,South East,Oxfordshire,excel
36393,E04011928,astwick-parish-council,Astwick Parish Council,parish,Bedfordshire,East of England,Central Bedfordshire,excel
32957,E04005779,aswarby-and-swarby-parish-council,Aswarby and Swarby Parish Council,parish,Lincolnshire,East Midlands,North Kesteven,excel
4345,E04013483,atcham-parish-council,Atcham Parish Council,parish,Shropshire,West Midlands,Shropshire,excel
31122,E04013368,athelhampton-and-puddletown-parish-council,Athelhampton and Puddletown Parish Council,parish,Dorset,South West,Dorset,excel
6837,E04003068,atherington-parish-council,Atherington Parish Council,parish,Devon,South West,North Devon,excel
36764,E04009705,atherstone-on-stour-parish-council,Atherstone on Stour Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
36763,E04009630,atherstone-parish-council,Atherstone Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
6077,E04002719,atlow-parish-meeting,Atlow (Parish Meeting),parish_meeting,Derbyshire,East Midlands,Derbyshire Dales,excel
3600,E04013160,attleborough-town-council,Attleborough Town Council,town,Norfolk,East of England,Breckland,excel
31308,E04000347,atwick-parish-council,Atwick Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,East Riding of Yorkshire,excel
6517,E04011626,atworth-parish-council,Atworth Parish Council,parish,Wiltshire,South West,Wiltshire,excel
33188,E04012154,aubourn-with-haddington-parish-council,Aubourn with Haddington Parish Council,parish,Lincolnshire,East Midlands,North Kesteven,excel
5277,E04000060,auckley-parish-council,Auckley Parish Council,parish,South Yorkshire,Yorkshire and the Humber,Doncaster,excel
30260,E04010899,audlem-parish-council,Audlem Parish Council,parish,Cheshire,North West,Cheshire East,excel
35151,,audley-parish-council,Audley Parish Council,parish,Staffordshire,West Midlands,Newcastle-under-Lyme,excel
4786,E04008943,audley-rural-parish-council,Audley Rural Parish Council,parish,Staffordshire,West Midlands,Staffordshire,excel
32661,E04005300,aughton-parish-council,Aughton Parish Council,parish,Lancashire,North West,West Lancashire,excel
3960,E04002698,ault-hucknall-parish-council,Ault Hucknall Parish Council,parish,Derbyshire,East Midlands,Bolsover,excel
6486,E04000061,austerfield-parish-council,Austerfield Parish Council,parish,South Yorkshire,Yorkshire and the Humber,Doncaster,excel
30364,E04010900,austerson-parish-council,Austerson Parish Council,parish,Cheshire East,North West,Cheshire East,excel
36765,E04009631,austrey-parish-council,Austrey Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
33538,E04012297,austwick-parish-council,Austwick Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
5372,E04011627,avebury-parish-council,Avebury Parish Council,parish,Wiltshire,South West,Wiltshire,excel
34414,E04007878,averham-parish-council,Averham Parish Council,parish,Nottinghamshire,East Midlands,Newark and Sherwood,excel
6318,E04003130,aveton-gifford-parish-council,Aveton Gifford Parish Council,parish,Devon,South West,South Hams & West Devon,excel
32072,E04013317,awbridge-parish-council,Awbridge Parish Council,parish,Hampshire,South East,Test Valley,excel
3526,E04008603,axbridge-town-council,Axbridge Town Council,town,Somerset,South West,Somerset,excel
31828,E04004296,aylburton-parish-council,Aylburton Parish Council,parish,Gloucestershire,South West,Forest of Dean,excel
3537,E04001559,aylesbury-town-council,Aylesbury Town Council,town,Buckinghamshire,South East,Buckinghamshire,excel
4668,E04005090,aylesford-parish-council,Aylesford Parish Council,parish,Kent,South East,Tonbridge & Malling,excel
32527,E04004902,aylesham-parish-council,Aylesham Parish Council,parish,Kent,South East,Dover,excel
33215,E04006388,aylmerton-parish-council,Aylmerton Parish Council,parish,Norfolk,East of England,North Norfolk,excel
32319,E04004817,ayot-st-peter-parish-council,Ayot St Peter Parish Council,parish,Hertfordshire,East of England,Welwyn Hatfield,excel
33539,,aysgarth-and-district-parish-council,Aysgarth and District Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33923,E04007449,aysgarth-parish-council,Aysgarth Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4616,,aythorpe-roding,Aythorpe Roding,parish,Essex,East of England,Uttlesford,excel
31665,E04004117,aythorpe-roding-parish-council,Aythorpe Roding Parish Council,parish,Essex,East of England,Essex,excel
4395,E04008662,babcary-parish-council,Babcary Parish Council,parish,Somerset,South West,Somerset,excel
34415,E04007788,babworth-parish-council,Babworth Parish Council,parish,Nottinghamshire,East Midlands,Bassetlaw,excel
30472,E04011042,bache-parish-council,Bache Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
30391,E04012569,backford-parish-council,Backford Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
33510,E04012099,backwell-parish-council,Backwell Parish Council,parish,North Somerset,South West,North Somerset,excel
36766,E04009816,baddesley-clinton-parish-council,Baddesley Clinton Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
36767,E04009632,baddesley-ensor-parish-council,Baddesley Ensor Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
30365,E04013176,baddiley-parish-council,Baddiley Parish Council,parish,Cheshire East,North West,Cheshire East,excel
30366,E04010902,baddington-parish-council,Baddington Parish Council,parish,Cheshire East,North West,Cheshire East,excel
4066,E04004649,badger-farm-parish-council,Badger Farm Parish Council,parish,Hampshire,South East,Winchester,excel
6023,E04011213,badger-parish-council,Badger Parish Council,parish,Shropshire,West Midlands,Shropshire,excel
32410,E04012605,badgers-mount-parish-council,Badgers Mount Parish Council,parish,Kent,South East,Sevenoaks,excel
31919,E04013262,badgeworth-parish-council,Badgeworth Parish Council,parish,Gloucestershire,South West,Tewkesbury,excel
4396,E04008604,badgworth-parish-council,Badgworth Parish Council,parish,Somerset,South West,Somerset,excel
6815,E04012738,badley-parish-meeting,Badley Parish Meeting,parish_meeting,Suffolk,East of England,Babergh & Mid Suffolk,excel
5212,,bagby-and-balk,Bagby and Balk,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33541,,bagby-and-balk-parish-council,Bagby and Balk Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33925,E04007135,bagby-parish-council,Bagby Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
36768,E04009817,baginton-parish-council,Baginton Parish Council,parish,Warwickshire,West Midlands,Warwickshire,excel
5035,,bagnall-parish-council-1,Bagnall Parish Council,parish,Staffordshire,West Midlands,Staffordshire,excel
33324,E04006284,bagthorpe-with-barmer-parish-meeting,Bagthorpe with Barmer Parish Meeting,parish_meeting,Norfolk,East of England,West Norfolk,excel
32793,E04005491,bagworth-thornton-parish-council,Bagworth & Thornton Parish Council,parish,Leicestershire,East Midlands,Hinckley & Bosworth,excel
6242,,bainbridge,Bainbridge,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33542,E04007450,bainbridge-parish-council,Bainbridge Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
5063,,bainton-and-ashton-parish-council,Bainton and Ashton Parish Council,parish,Cambridgeshire,East of England,Peterborough,excel
31309,E04001101,bainton-parish-council,Bainton Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,East Riding of Yorkshire,excel
3575,E04002720,bakewell-town-council,Bakewell Town Council,town,Derbyshire,East Midlands,Derbyshire Dales,excel
5213,E04007310,baldersby,Baldersby,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
32684,E04005243,balderstone-parish-council,Balderstone Parish Council,parish,Lancashire,North West,Ribble Valley,excel
6876,E04013147,balderton-parish-council,Balderton Parish Council,parish,Nottinghamshire,East Midlands,Newark & Sherwood,excel
6211,,ballidon-and-bradbourne-parish-council,Ballidon And Bradbourne Parish Council,parish,Derbyshire,East Midlands,Derbyshire Dales,excel
32090,,ballingham-bolstone-and-hentland-group-parish-council,"Ballingham, Bolstone and Hentland Group Parish Council",parish,Herefordshire,West Midlands,Herefordshire,excel
32248,E04000694,ballingham-parish-council,Ballingham Parish Council,parish,Herefordshire,West Midlands,"Herefordshire, County of",excel
33544,E04007712,balne-parish-council,Balne Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
