council_id,slug,name,type,county,region,website_url,audit_status
30416,handley-and-district-parish-council,Handley and District Parish Council,parish,Cheshire West and Chester,North West,,under_audit
36541,handley-parish-council,Handley Parish Council,parish,,North West,,under_audit
31495,handsworth-parish-council,Handsworth Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://handsworth.org.uk/,verified
,hanford-parish,Hanford,parish,,,,under_audit
,hanham-abbots-parish,Hanham Abbots,parish,,,,under_audit
,hanham-parish,Hanham,parish,,,https://www.hanham-pc.gov.uk/,verified
30290,hankelow-parish-council,Hankelow Parish Council,parish,Cheshire,North West,https://www.hankelowparishcouncil.org/,verified
5422,hankerton-parish-council,Hankerton Parish Council,parish,Wiltshire,South West,https://www.hankerton-pc.gov.uk,verified
,hanley-castle-parish,Hanley Castle,parish,,,,under_audit
37201,hanley-parish-council,Hanley Parish Council,parish,Worcestershire,West Midlands,https://hanleyparishcouncil.gov.uk/,verified
,hanlith-parish,Hanlith,parish,,,,under_audit
,hannah-cum-hagnaby-parish,Hannah cum Hagnaby,parish,,,,under_audit
5142,hannington-parish-council,Hannington Parish Council,parish,Hampshire,South East,https://hanningtonparishcouncil.gov.uk/,verified
,hanslope-parish,Hanslope,parish,,,https://www.hanslopeparishcouncil.gov.uk/community/hanslope-parish-council-15401/home/,verified
34502,hanwell-parish-council,Hanwell Parish Council,parish,Oxfordshire,South East,,under_audit
33247,hanworth-parish-council,Hanworth Parish Council,parish,Norfolk,East of England,,under_audit
31497,happisburgh-parish-council,Happisburgh Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://happisburgh-pc.gov.uk/,verified
35950,hapton-parish-council,Hapton Parish Council,parish,,East of England,,under_audit
,harberton-parish,Harberton,parish,,,,under_audit
32511,harbledown-and-rough-common-parish-council,Harbledown and Rough Common Parish Council,parish,Kent,South East,https://www.harbledown-pc.gov.uk,verified
35951,harborough-magna-parish-council,Harborough Magna Parish Council,parish,Rugby,West Midlands,,under_audit
34313,harbottle-parish-council,Harbottle Parish Council,parish,Northumberland,North East,,under_audit
,harbury-parish,Harbury,parish,,,https://www.harbury-pc.gov.uk/,verified
6901,harby-parish-council,Harby Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://harbyparishcouncil.gov.uk/,verified
,harden-parish,Harden,parish,,,,under_audit
,hardingham-parish,Hardingham,parish,,,,under_audit
,hardingstone-parish,Hardingstone,parish,,,https://www.hardingstoneparishcouncil.gov.uk/,verified
6031,hardington-foxcote-parish-council,Hardington & Foxcote Parish Council,parish,Somerset,South West,,under_audit
,hardington-mandeville-parish,Hardington Mandeville,parish,,,,under_audit
,hardmead-parish,Hardmead,parish,,,,under_audit
3782,hardwick-parish-council,Hardwick Parish Council,parish,Buckinghamshire,South East,https://www.hardwick-pc.gov.uk,verified
34503,hardwick-with-tusmore-parish-meeting,Hardwick with Tusmore Parish Meeting,parish_meeting,Oxfordshire,South East,,under_audit
34722,hardwick-with-yelford-parish-meeting,Hardwick with Yelford Parish Meeting,parish_meeting,Oxfordshire,South East,,under_audit
,hardwicke-parish,Hardwicke,parish,,,https://www.hardwickepc.gov.uk/,verified
31886,harescombe-parish-council,Harescombe Parish Council,parish,Gloucestershire,South West,https://www.harescombe-pc.gov.uk,verified
31887,haresfield-parish-council,Haresfield Parish Council,parish,Gloucestershire,South West,https://www.haresfieldparishcouncil.gov.uk,verified
31503,harewood-parish-council,Harewood Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://harewoodparishcouncil.gov.uk/,verified
6712,harford-parish-meeting,Harford Parish Meeting,parish_meeting,Devon,South West,,under_audit
30417,hargrave-and-huxley-parish-council,Hargrave and Huxley Parish Council,parish,Cheshire West and Chester,North West,,under_audit
5360,hargrave-parish-council,Hargrave Parish Council,parish,Northamptonshire,East Midlands,https://www.hargraveparishcouncil.gov.uk,verified
5893,harkstead-parish-council,Harkstead Parish Council,parish,Suffolk,East of England,,under_audit
5310,harlaston-parish-council,Harlaston Parish Council,parish,Staffordshire,West Midlands,http://www.harlaston.org.uk/harlaston-parish-council,verified
,harlaxton-parish,Harlaxton,parish,,,,under_audit
6165,harleston-parish-meeting,Harleston Parish Meeting,parish_meeting,Suffolk,East of England,,under_audit
,harlestone-manor-parish,Harlestone Manor,parish,,,,under_audit
,harlestone-parish,Harlestone,parish,,,,under_audit
5861,harley-and-sheinton-parish-council,Harley and Sheinton Parish Council,parish,Shropshire,West Midlands,,under_audit
,harley-parish,Harley,parish,,,,under_audit
4134,harling-parish-council,Harling Parish Council,parish,Norfolk,East of England,https://www.harlingparish.gov.uk,verified
36542,harlington-parish-council,Harlington Parish Council,parish,,Yorkshire and the Humber,https://harlington-pc.gov.uk/,verified
,harlton-parish,Harlton,parish,,,,under_audit
5777,harmby,Harmby,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
35955,harmston-parish-council,Harmston Parish Council,parish,North Kesteven,East Midlands,,under_audit
6261,harome,Harome,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
35956,harpenden-parish-council,Harpenden Parish Council,parish,Hertfordshire,East of England,https://harpenden.gov.uk/,verified
,harpenden-rural-parish,Harpenden Rural,parish,,,,under_audit
36543,harpenden-town-parish-council,Harpenden Town Parish Council,parish,Hertfordshire,East of England,,under_audit
31368,harpham-parish-council,Harpham Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
,harpley-parish,Harpley,parish,,,https://harpley-pc.gov.uk/,verified
34187,harpole-parish-council,Harpole Parish Council,parish,Northamptonshire,East Midlands,https://www.harpole-pc.gov.uk,verified
34589,harpsden-parish-council,Harpsden Parish Council,parish,Oxfordshire,South East,https://www.harpsdenparishcouncil.org.uk,verified
35958,harpswell-parish-council,Harpswell Parish Council,parish,West Lindsey,East Midlands,,under_audit
32390,harrietsham-parish-council,Harrietsham Parish Council,parish,Kent,South East,https://www.harrietshamparishcouncil.gov.uk,verified
34070,harrington-parish-council,Harrington Parish Council,parish,Northamptonshire,East Midlands,,under_audit
34071,harringworth-parish-council,Harringworth Parish Council,parish,Northamptonshire,East Midlands,https://www.harringworth.org/,under_audit
,harrogate-parish,Harrogate,parish,,,https://harrogatetowncouncil.gov.uk/,verified
4278,harrogate-town,Harrogate Town,parish,North Yorkshire,Yorkshire and the Humber,https://www.harrogatetowncouncil.gov.uk,verified
,harrold-parish,Harrold,parish,,,https://harroldparishcouncil.gov.uk/,verified
31505,harston-parish-council,Harston Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://harstonparishcouncil.gov.uk/,verified
35959,hart-parish-council,Hart Parish Council,parish,,South East,https://www.hart.gov.uk:443/,verified
34314,hartburn-parish-council,Hartburn Parish Council,parish,Northumberland,North East,https://hartburnparishcouncil.gov.uk/,verified
6289,hartest-parish-council,Hartest Parish Council,parish,Suffolk,East of England,https://www.hartestparishcouncil.gov.uk/,under_audit
4040,hartfield-parish-council,Hartfield Parish Council,parish,East Sussex,South East,https://www.hartfield-pc.gov.uk,under_audit_with_url
30418,hartford-parish-council,Hartford Parish Council,parish,Cheshire West and Chester,North West,https://hartfordparishcouncil.org.uk/,verified
,harthill-parish-2,Harthill,parish,,,,under_audit
,harthill-with-woodall-parish,Harthill with Woodall,parish,,,,under_audit
36545,harting-parish-council,Harting Parish Council,parish,,East Midlands,https://harting-pc.gov.uk/,verified
5585,hartington-middle-quarter-parish-council,Hartington Middle Quarter Parish Council,parish,Derbyshire,East Midlands,,under_audit
,hartington-nether-quarter-parish,Hartington Nether Quarter,parish,,,,under_audit
,hartington-town-quarter-parish,Hartington Town Quarter,parish,,,,under_audit
5071,hartington-upper-quarter-parish-council,Hartington Upper Quarter Parish Council,parish,Derbyshire,East Midlands,https://www.hartingtonuq-pc.gov.uk,verified
35960,hartland-parish-council,Hartland Parish Council,parish,Torridge,South West,,under_audit
35961,hartlebury-parish-council,Hartlebury Parish Council,parish,,North East,https://hartlebury-pc.gov.uk/,verified
32422,hartley-parish-council,Hartley Parish Council,parish,Kent,South East,https://www.hartleyparishcouncil.gov.uk,verified
,hartley-wespall-parish,Hartley Wespall,parish,,,,under_audit
35962,hartley-wintney-parish-council,Hartley Wintney Parish Council,parish,Hart,South East,,under_audit
,hartleyburn-parish,Hartleyburn,parish,,,,under_audit
6655,hartlington-parish-meeting,Hartlington (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
35963,hartlip-parish-council,Hartlip Parish Council,parish,,South East,https://www.hartlippc.gov.uk/community/hartlip-parish-council-16707/home/,verified
6656,hartoft-parish-meeting,Hartoft (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
6657,harton-parish-meeting,Harton (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
,hartpury-parish,Hartpury,parish,,,https://www.hartpury-pc.gov.uk/,verified
31506,hartshead-parish-council,Hartshead Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
36819,hartshill-parish-council,Hartshill Parish Council,parish,Warwickshire,West Midlands,https://www.hartshill-pc.gov.uk/community/hartshill-parish-council-20896/home/,verified
,hartshorne-parish,Hartshorne,parish,,,https://www.hartshorne-pc.gov.uk/,verified
31507,hartwell-parish-council,Hartwell Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://hartwellparishcouncil.gov.uk/,verified
5226,hartwith-cum-winsley,Hartwith cum Winsley,parish,North Yorkshire,Yorkshire and the Humber,https://www.hartwithcumwinsley-pc.gov.uk,verified
31508,harvington-parish-council,Harvington Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://www.harvington-pc.gov.uk/,verified
34659,harwell-parish-council,Harwell Parish Council,parish,Oxfordshire,South East,https://www.harwellparish.gov.uk,verified
,harwich-parish,Harwich,parish,,,https://www.harwichtowncouncil.gov.uk/,under_audit
35964,harwood-dale-parish-council,Harwood Dale Parish Council,parish,,Yorkshire and the Humber,,under_audit
31509,harwood-parish-council,Harwood Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
,harworth-bircotes-parish,Harworth Bircotes,parish,,,,under_audit
,hascombe-parish,Hascombe,parish,,,,under_audit
34188,haselbech-parish-meeting,Haselbech Parish Meeting,parish_meeting,Northamptonshire,East Midlands,https://www.northantsparishes.org.uk,under_audit_with_url
3741,haselbury-plucknett-parish-council,Haselbury Plucknett Parish Council,parish,Somerset,South West,https://haselburyplucknettparish.gov.uk,verified
36820,haseley-parish-council,Haseley Parish Council,parish,Warwickshire,West Midlands,,under_audit
,haselor-parish,Haselor,parish,,,,under_audit
,hasfield-parish,Hasfield,parish,,,https://www.hasfield.org.uk/,verified
35966,hasketon-parish-council,Hasketon Parish Council,parish,East Suffolk,East of England,https://hasketonparishcouncil.gov.uk/,verified
35333,haslemere-town-council,Haslemere Town Council,town,Surrey,South East,,under_audit
36546,haslingfield-parish-council,Haslingfield Parish Council,parish,,Yorkshire and the Humber,https://haslingfieldparishcouncil.gov.uk/,verified
30291,haslington-parish-council,Haslington Parish Council,parish,Cheshire,North West,https://haslingtonparishcouncil.gov.uk/,verified
30292,hassall-parish-council,Hassall Parish Council,parish,Cheshire,North West,,under_audit
37062,hassocks-parish-council,Hassocks Parish Council,parish,West Sussex,South East,https://www.hassocks-pc.gov.uk/,verified
6084,hassop-parish-meeting,Hassop (Parish Meeting),parish_meeting,Derbyshire,East Midlands,,under_audit
32477,hastingleigh-parish-council,Hastingleigh Parish Council,parish,Kent,South East,https://www.hastingleighparishcouncil.gov.uk/community/hastingleigh-parish-council-17938/home/,verified
,haswell-parish,Haswell,parish,,,https://haswellparishcouncil.gov.uk/,verified
3742,hatch-beauchamp-parish-council,Hatch Beauchamp Parish Council,parish,Somerset,South West,https://www.hatchbeauchamp.com/,verified
31512,hatchford-parish-council,Hatchford Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
35967,hatcliffe-parish-council,Hatcliffe Parish Council,parish,North East Lincolnshire,Yorkshire and the Humber,,under_audit
,hatfield-and-newhampton-parish,Hatfield and Newhampton,parish,,,,under_audit
31732,hatfield-broad-oak-parish-council,Hatfield Broad Oak Parish Council,parish,Essex,East of England,https://www.hatfieldbroadoakpc.gov.uk,verified
31733,hatfield-heath-parish-council,Hatfield Heath Parish Council,parish,Essex,East of England,https://hatfieldheath.com/,under_audit
36547,hatfield-peverel-parish-council,Hatfield Peverel Parish Council,parish,Hertfordshire,East of England,,under_audit
6823,hatfield-town-council,Hatfield Town Council,town,South Yorkshire,Yorkshire and the Humber,https://hatfield-tc.gov.uk/,under_audit
34660,hatford-parish-meeting,Hatford Parish Meeting,parish_meeting,Oxfordshire,South East,,under_audit
6176,hatherleigh-town-council,Hatherleigh Town Council,town,Devon,South West,,under_audit
36548,hathern-parish-council,Hathern Parish Council,parish,,Yorkshire and the Humber,https://www.hathernparishcouncil.gov.uk/,verified
,hatherop-parish,Hatherop,parish,,,,under_audit
3978,hathersage-parish-council,Hathersage Parish Council,parish,Derbyshire,East Midlands,https://www.hathersageparishcouncil.gov.uk,verified
6496,hatherton-parish-council,Hatherton Parish Council,parish,Staffordshire,West Midlands,,under_audit
30293,hatherton-walgherton-parish-council,Hatherton & Walgherton Parish Council,parish,Cheshire,North West,https://www.handwpc.org.uk,verified
,hatley-parish,Hatley,parish,,,,under_audit
35969,hatton-parish-council,Hatton Parish Council,parish,Warwick,West Midlands,https://hatton-pc.gov.uk/,verified
,haugh-parish,Haugh,parish,,,,under_audit
35971,haugham-parish-council,Haugham Parish Council,parish,East Lindsey,East Midlands,,under_audit
,haughley-parish,Haughley,parish,,,https://haughley.org.uk/,verified
31514,haughmond-parish-council,Haughmond Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
4796,haughton-parish-council,Haughton Parish Council,parish,Staffordshire,West Midlands,https://haughtonparishcouncil.gov.uk/,verified
30294,haughton-parish-meeting,Haughton Parish Meeting,parish_meeting,Cheshire,North West,https://haughtonparishcouncil.gov.uk/,verified
31515,haunton-parish-council,Haunton Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
31516,hauxley-parish-council,Hauxley Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://hauxley-pc.gov.uk/,verified
36549,hauxton-parish-council,Hauxton Parish Council,parish,,Yorkshire and the Humber,,under_audit
,havenstreet-and-ashey-parish,Havenstreet and Ashey,parish,,,,under_audit
,haverah-park-parish,Haverah Park,parish,,,,under_audit
5778,haverah-park-with-beckwithshaw,Haverah Park with Beckwithshaw,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
,havercroft-with-cold-hiendley-parish,Havercroft with Cold Hiendley,parish,,,,under_audit
3637,haverhill-town-council,Haverhill Town Council,town,Suffolk,East of England,https://www.haverhill-tc.gov.uk,verified
6613,haveringland-parish-meeting,Haveringland Parish Meeting,parish_meeting,Norfolk,East of England,,under_audit
36550,haversham-cum-little-linford-parish-council,Haversham-cum-Little Linford Parish Council,parish,Milton Keynes,South East,,under_audit
30843,haverthwaite-parish-council,Haverthwaite Parish Council,parish,Cumbria,North West,,under_audit
,hawerby-cum-beesby-parish,Hawerby cum Beesby,parish,,,,under_audit
33685,hawes-and-high-abbotside-parish-council,Hawes and High Abbotside Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
35974,hawes-parish-council,Hawes Parish Council,parish,,Yorkshire and the Humber,,under_audit
,hawkchurch-parish,Hawkchurch,parish,,,,under_audit
6055,hawkedon-parish-council,Hawkedon Parish Council,parish,Suffolk,East of England,,under_audit
,hawkesbury-parish,Hawkesbury,parish,,,https://www.hawkesbury-pc.gov.uk/,verified
32448,hawkhurst-and-sandhurst-parish-council,Hawkhurst and Sandhurst Parish Council,parish,Kent,South East,https://www.hawkshurstandsandhurstpc.org.uk,under_audit_with_url
35975,hawkhurst-parish-council,Hawkhurst Parish Council,parish,,South East,https://hawkhurst-pc.gov.uk/,verified
32548,hawkinge-town-council,Hawkinge Town Council,town,Kent,South East,https://www.Hawkinge-tc.gov.uk,verified
5157,hawkley-parish-council,Hawkley Parish Council,parish,Hampshire,South East,https://www.hawkley-pc.gov.uk/community/hawkley-parish-20573/home/,under_audit_with_url
,hawkshead-parish,Hawkshead,parish,,,,under_audit
31519,hawksted-parish-council,Hawksted Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
6658,hawkswick-parish-meeting,Hawkswick (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
6191,hawksworth-parish-meeting,Hawksworth Parish Meeting,parish_meeting,Nottinghamshire,East Midlands,,under_audit
35976,hawkwell-parish-council,Hawkwell Parish Council,parish,,Yorkshire and the Humber,https://hawkwellparishcouncil.gov.uk/,verified
,hawling-parish,Hawling,parish,,,,under_audit
33686,hawnby-parish-council,Hawnby Parish Council,parish,North Yorkshire,Yorkshire and the Humber,https://www.hawnbyparishcouncil.co.uk/,verified
36551,haworth-and-stanbury-parish-council,Haworth and Stanbury Parish Council,parish,,Yorkshire and the Humber,,under_audit
,hawsker-cum-stainsacre-parish,Hawsker-cum-Stainsacre,parish,,,,under_audit
4836,hawstead-parish-council,Hawstead Parish Council,parish,Suffolk,East of England,https://www.hawstead-pc.gov.uk,verified
,hawthorn-parish,Hawthorn,parish,,,,under_audit
,hawton-parish,Hawton,parish,,,,under_audit
,haxby-parish,Haxby,parish,,,,under_audit
,haxey-parish,Haxey,parish,,,,under_audit
60001,haydon-bridge-parish-council,Haydon Bridge Parish Council,parish,Northumberland,North East,https://www.haydon-bridge.co.uk,verified
31206,haydon-parish-council,Haydon Parish Council,parish,Dorset,South West,,under_audit
36552,haydon-wick-parish-council,Haydon Wick Parish Council,parish,Swindon,South West,https://haydonwick.gov.uk/,under_audit
3990,hayfield-parish-council,Hayfield Parish Council,parish,Derbyshire,East Midlands,https://www.hayfield-pc.gov.uk,verified
3551,hayle-town-council,Hayle Town Council,town,Cornwall,South West,https://www.hayletowncouncil.net/,verified
,haynes-parish,Haynes,parish,,,https://haynes-pc.gov.uk/,verified
,hayton-and-mealo-parish,Hayton and Mealo,parish,,,,under_audit
30733,hayton-parish-council,Hayton Parish Council,parish,Cumbria,North West,https://www.hayton-pc.gov.uk,under_audit_with_url
37063,haywards-heath-town-council,Haywards Heath Town Council,town,West Sussex,South East,https://www.midsussex.gov.uk,verified
,haywood-parish,Haywood,parish,,,,under_audit
6993,hazelbadge-parish-meeting,Hazelbadge (Parish Meeting),parish_meeting,Derbyshire,East Midlands,,under_audit
31207,hazelbury-bryan-parish-council,Hazelbury Bryan Parish Council,parish,Dorset,South West,,under_audit
35977,hazeleigh-parish-council,Hazeleigh Parish Council,parish,,Yorkshire and the Humber,,under_audit
,hazelwood-parish,Hazelwood,parish,,,https://hazelwoodparishcouncil.gov.uk/,verified
,hazlebadge-parish,Hazlebadge,parish,,,,under_audit
3783,hazlemere-parish-council,Hazlemere Parish Council,parish,Buckinghamshire,South East,https://www.hazlemereparishcouncil.gov.uk,verified
36553,hazlerigg-parish-council,Hazlerigg Parish Council,parish,Newcastle upon Tyne,North East,https://www.hazleriggparishcouncil.gov.uk/community/hazlerigg-parish-council-21072/home/,verified
,hazleton-parish,Hazleton,parish,,,,under_audit
6659,hazlewood-with-storiths-parish-meeting,Hazlewood with Storiths (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
31531,heacham-parish-council,Heacham Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://heacham-pc.gov.uk/,verified
,headbourne-worthy-parish,Headbourne Worthy,parish,,,,under_audit
32391,headcorn-parish-council,Headcorn Parish Council,parish,Kent,South East,,under_audit
31534,headington-parish-council,Headington Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
,headlam-parish,Headlam,parish,,,,under_audit
35979,headland-parish-council,Headland Parish Council,parish,Hartlepool,North East,,under_audit
5978,headley-parish-council,Headley Parish Council,parish,Hampshire,South East,https://headley-pc.gov.uk/,verified
,headon-cum-upton-parish,Headon cum Upton,parish,,,,under_audit
33688,healaugh-and-catterton-parish-council,Healaugh and Catterton Parish Council,parish,North Yorkshire,Yorkshire and the Humber,https://www.healaughandcatterton-pc.gov.uk,verified
,healaugh-parish,Healaugh,parish,,,,under_audit
,healey-parish-2,Healey,parish,,,,under_audit
,healeyfield-parish,Healeyfield,parish,,,https://healeyfieldparishcouncil.gov.uk/,verified
35982,healing-parish-council,Healing Parish Council,parish,North East Lincolnshire,Yorkshire and the Humber,https://healingparishcouncil.gov.uk/,verified
,heanor-and-loscoe-parish,Heanor and Loscoe,parish,,,,under_audit
6851,heanton-punchardon-parish-council,Heanton Punchardon Parish Council,parish,Devon,South West,,under_audit
35983,heapey-parish-council,Heapey Parish Council,parish,Chorley,North West,,under_audit
31537,heapham-parish-council,Heapham Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
,heath-and-holmewood-parish,Heath and Holmewood,parish,,,,under_audit
31544,heath-and-reach-parish-council,Heath And Reach Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
,heath-charnock-parish,Heath Charnock,parish,,,,under_audit
5039,heath-hayes-and-wimblebury-parish-council,Heath Hayes and Wimblebury Parish Council,parish,Staffordshire,West Midlands,https://www.hhandw-pc.gov.uk/,verified
4012,heath-holmewood-parish-council,Heath & Holmewood Parish Council,parish,Derbyshire,East Midlands,https://www.heathandholmewood-pc.gov.uk,verified
31543,heath-parish-council,Heath Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
32819,heather-parish-council,Heather Parish Council,parish,Leicestershire,East Midlands,https://www.heatherparishcouncil.gov.uk,under_audit_with_url
,heathfield-and-waldron-parish,Heathfield and Waldron,parish,,,,under_audit
31552,heathfield-parish-council,Heathfield Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
4041,heathfield-waldron-parish-council,Heathfield & Waldron Parish Council,parish,East Sussex,South East,https://www.hwpc.org.uk,verified
6034,heathylee-parish-council-1,Heathylee Parish Council,parish,Staffordshire,West Midlands,,under_audit
,heathylee-parish,Heathylee,parish,,,,under_audit
6965,heaton-parish-council-1,Heaton Parish Council,parish,Staffordshire,West Midlands,,under_audit
5609,heaton-parish-council,Heaton Parish Council,parish,Derbyshire,East Midlands,,under_audit
,heaton-with-oxcliffe-parish,Heaton-with-Oxcliffe,parish,,,,under_audit
31556,heavitree-parish-council,Heavitree Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
,hebden-royd-parish,Hebden Royd,parish,,,,under_audit
4985,hebden,Hebden,parish,North Yorkshire,Yorkshire and the Humber,https://www.hebdenparishcouncil.gov.uk,verified
34316,hebron-parish-council,Hebron Parish Council,parish,Northumberland,North East,,under_audit
33690,heck-parish-council,Heck Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
,heckfield-parish,Heckfield,parish,,,https://www.heckfieldparishcouncil.gov.uk/community/parish-of-heckfield-7940/home/,verified
35988,heckingham-parish-council,Heckingham Parish Council,parish,,East of England,,under_audit
,heckington-parish,Heckington,parish,,,https://www.heckingtonparishcouncil.gov.uk/,under_audit
31558,heckmondwike-parish-council,Heckmondwike Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
5423,heddington-parish-council,Heddington Parish Council,parish,Wiltshire,South West,https://www.heddington-pc.gov.uk,verified
34317,heddon-on-the-wall-parish-council-1,Heddon-on-the-Wall Parish Council,parish,Northumberland,North East,https://www.heddonparish.gov.uk,verified
31560,heddon-on-the-wall-parish-council,Heddon On The Wall Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
,hedenham-parish,Hedenham,parish,,,,under_audit
32007,hedge-end-town-council,Hedge End Town Council,town,Hampshire,South East,https://www.hedgeend-tc.gov.uk,verified
31562,hedgeley-parish-council,Hedgeley Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
5526,hedgerley-parish-council,Hedgerley Parish Council,parish,Buckinghamshire,South East,https://www.hedgerleyparishcouncil.gov.uk/community/hedgerley-parish-council-12796/home/,verified
34318,hedley-on-the-hill-parish-council,Hedley-on-the-Hill Parish Council,parish,Northumberland,North East,https://www.hedleyparish.org.uk,verified
31568,hedley-parish-council,Hedley Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
,hedleyhope-parish,Hedleyhope,parish,,,https://hedleyhopeparishcouncil.gov.uk/,verified
3629,hednesford-town-council,Hednesford Town Council,town,Staffordshire,West Midlands,http://www.hednesford-tc.gov.uk/,verified
31369,hedon-parish-council,Hedon Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://www.hedon.gov.uk/,verified
,hedsor-parish,Hedsor,parish,,,,under_audit
31569,hedworth-parish-council,Hedworth Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
31570,heed-and-ledge-parish-council,Heed And Ledge Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
31571,heedsford-parish-council,Heedsford Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
31572,hegal-parish-council,Hegal Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
31573,hegarty-parish-council,Hegarty Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
31574,hegley-parish-council,Hegley Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
31575,hegon-parish-council,Hegon Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
30597,heighington-parish-council,Heighington Parish Council,parish,County Durham,North East,https://heighington.parish.lincolnshire.gov.uk/,verified
31580,heightington-parish-council,Heightington Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
31584,heightway-parish-council,Heightway Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,,under_audit
30844,helbeck-parish-meeting,Helbeck Parish Meeting,parish_meeting,Cumbria,North West,,under_audit
33248,helhoughton-parish-council,Helhoughton Parish Council,parish,Norfolk,East of England,https://helhoughtonparishcouncil.gov.uk/,verified
,helions-bumpstead-parish,Helions Bumpstead,parish,,,https://helionsbumpsteadparishcouncil.gov.uk/,under_audit
36554,hellaby-parish-council,Hellaby Parish Council,parish,Rotherham,Yorkshire and the Humber,https://www.hellabyparishcouncil.gov.uk/,verified
,helland-parish,Helland,parish,,,,under_audit
4173,hellesdon-parish-council,Hellesdon Parish Council,parish,Norfolk,East of England,https://www.hellesdon-pc.gov.uk,verified
34189,hellidon-parish-meeting,Hellidon Parish Meeting,parish_meeting,Northamptonshire,East Midlands,,under_audit
5780,hellifield,Hellifield,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
4042,hellingly-parish-council,Hellingly Parish Council,parish,East Sussex,South East,https://www.hellingly-pc.org.uk,verified
35990,hellington-parish-council,Hellington Parish Council,parish,,East of England,,under_audit
34190,helmdon-parish-council,Helmdon Parish Council,parish,Northamptonshire,East Midlands,https://www.helmdonparishcouncil.gov.uk,verified
4818,helmingham-parish-council,Helmingham Parish Council,parish,Suffolk,East of England,https://helminghamparishcouncil.gov.uk/,verified
4279,helmsley,Helmsley,parish,North Yorkshire,Yorkshire and the Humber,https://www.helmsleytowncouncil.gov.uk,verified
,helpringham-parish,Helpringham,parish,,,,under_audit
4565,helpston-parish-council,Helpston Parish Council,parish,Cambridgeshire,East of England,https://www.helpston-pc.gov.uk,verified
30419,helsby-parish-council,Helsby Parish Council,parish,Cheshire West and Chester,North West,https://www.helsbyparishcouncil.gov.uk/,verified
30845,helsington-parish-council,Helsington Parish Council,parish,Cumbria,North West,https://helsington-pc.gov.uk/,verified
